Customer ID,gross_invoicing,credit_notes,n_invoices,last_activity,top_line_concentration,net_ledger,funding_in_use,dilution_rate,days_since_activity,dilution_component,concentration_component,dormancy_component,risk_score,priority
14199,1091.7,175.20000000000002,6,2011-05-05 13:44:00,0.41439956031876884,916.5,733.2,0.1604836493542182,217,0.2675,0.1036,0.25,0.6211,455.39
14200,379.2,0.0,1,2010-04-01 13:01:00,0.06856540084388185,379.2,303.36,0.0,616,0.0,0.0171,0.25,0.2671,81.03
14201,1193.54,59.400000000000006,12,2011-10-10 13:27:00,0.13593176600700438,1134.1399999999999,907.3119999999999,0.04976791728806743,59,0.0829,0.034,0.1639,0.2808,254.77
14202,847.76,0.0,3,2010-11-23 17:13:00,0.11300368028687365,847.76,678.2080000000001,0.0,380,0.0,0.0283,0.25,0.2783,188.75
14203,339.34,0.0,1,2010-11-07 13:35:00,0.25814816997701423,339.34,271.472,0.0,396,0.0,0.0645,0.25,0.3145,85.38
14204,1062.96,0.0,4,2011-12-07 13:38:00,0.0959584556333258,1062.96,850.368,0.0,1,0.0,0.024,0.0028,0.0268,22.79
14205,2414.2,505.82,12,2011-11-29 11:56:00,0.08841438157567724,1908.3799999999999,1526.704,0.2095186811366084,10,0.3492,0.0221,0.0278,0.3991,609.31
14206,1185.01,39.8,5,2011-04-14 16:38:00,0.05012615927291752,1145.21,916.1680000000001,0.03358621446232521,238,0.056,0.0125,0.25,0.3185,291.8
14207,157.8,0.0,1,2010-01-21 09:33:00,0.6463878326996197,157.8,126.24000000000001,0.0,687,0.0,0.1616,0.25,0.4116,51.96
14208,567.05,0.0,2,2011-09-06 12:48:00,0.05290538753196367,567.05,453.64,0.0,94,0.0,0.0132,0.25,0.2632,119.4
14209,4993.27,55.9,19,2011-11-29 10:18:00,0.10081569792941297,4937.370000000001,3949.8960000000006,0.011195068562284834,10,0.0187,0.0252,0.0278,0.0717,283.21
14210,5861.52,47.2,21,2011-09-09 12:55:00,0.0452442369897228,5814.320000000001,4651.456000000001,0.00805251880058415,90,0.0134,0.0113,0.25,0.2747,1277.75
14211,4402.29,100.6,26,2011-10-17 13:23:00,0.046680250505986655,4301.69,3441.352,0.022851743070083978,52,0.0381,0.0117,0.1444,0.1942,668.31
14212,2190.14,0.0,2,2011-09-11 12:45:00,0.10848621549307352,2190.14,1752.112,0.0,89,0.0,0.0271,0.2472,0.2743,480.6
14213,1192.2,2384.4,2,2010-12-03 09:47:00,0.3080020130850529,-1192.2,0.0,2.0,371,0.5,0.077,0.25,0.827,0.0
14214,1004.38,4.15,7,2011-11-09 10:31:00,0.033752165515044105,1000.23,800.1840000000001,0.004131902268065872,30,0.0069,0.0084,0.0833,0.0986,78.9
14215,3416.33,11.8,10,2011-11-28 12:19:00,0.023387670394838907,3404.5299999999997,2723.624,0.00345399888184104,11,0.0058,0.0058,0.0306,0.0422,114.94
14216,2150.04,7.6499999999999995,6,2011-12-06 14:56:00,0.1447880039441127,2142.39,1713.912,0.0035580733381704523,2,0.0059,0.0362,0.0056,0.0477,81.75
14217,3416.89,210.01999999999998,33,2011-12-08 11:53:00,0.09745704427125251,3206.87,2565.496,0.061465250564109467,1,0.1024,0.0244,0.0028,0.1296,332.49
14218,169.48000000000002,0.0,1,2011-10-28 10:00:00,0.12272834552749586,169.48000000000002,135.58400000000003,0.0,42,0.0,0.0307,0.1167,0.1474,19.99
14219,633.83,0.0,3,2011-12-05 16:23:00,0.04733130334632314,633.83,507.0640000000001,0.0,3,0.0,0.0118,0.0083,0.0201,10.19
14220,1515.0,0.0,4,2011-04-06 13:23:00,0.23128712871287127,1515.0,1212.0,0.0,246,0.0,0.0578,0.25,0.3078,373.05
14221,6517.49,10.9,19,2011-10-28 13:42:00,0.040736541214485944,6506.59,5205.272000000001,0.0016724229726474457,41,0.0028,0.0102,0.1139,0.1269,660.55
14222,683.17,0.0,1,2011-06-15 16:42:00,0.059721591990280605,683.17,546.536,0.0,176,0.0,0.0149,0.25,0.2649,144.78
14223,991.13,15.9,4,2011-09-08 13:38:00,0.07718462764723094,975.23,780.1840000000001,0.01604229515805192,91,0.0267,0.0193,0.25,0.296,230.93
14224,1897.9,0.0,9,2011-08-21 13:24:00,0.06586226882343643,1897.9,1518.3200000000002,0.0,109,0.0,0.0165,0.25,0.2665,404.63
14225,2037.02,21.9,5,2010-10-01 10:32:00,0.053607721082758145,2015.12,1612.096,0.010750999008355341,434,0.0179,0.0134,0.25,0.2813,453.48
14226,3002.53,34.75,9,2011-11-11 11:34:00,0.09753108212074482,2967.78,2374.224,0.011573572953475901,28,0.0193,0.0244,0.0778,0.1215,288.47
14227,6368.71,41.4,22,2011-11-13 15:48:00,0.0283730928241355,6327.31,5061.848000000001,0.006500531504810236,25,0.0108,0.0071,0.0694,0.0873,441.9
14228,745.5,0.0,3,2010-09-28 09:45:00,0.10865191146881288,745.5,596.4,0.0,437,0.0,0.0272,0.25,0.2772,165.32
14229,2594.04,125.04999999999998,11,2011-10-19 10:04:00,0.1363510200305315,2468.99,1975.192,0.04820665833988681,51,0.0803,0.0341,0.1417,0.2561,505.85
14230,979.8000000000001,0.0,3,2010-09-30 09:07:00,0.15615431720759337,979.8000000000001,783.8400000000001,0.0,435,0.0,0.039,0.25,0.289,226.53
14231,1235.6200000000001,103.65,6,2011-06-13 15:35:00,0.06466389343001894,1131.97,905.576,0.08388501319175798,178,0.1398,0.0162,0.25,0.406,367.66
14232,2048.07,4.14,8,2011-11-08 12:17:00,0.06855234440229094,2043.93,1635.1440000000002,0.0020214152836572964,31,0.0034,0.0171,0.0861,0.1066,174.31
14233,2904.27,137.31,10,2011-10-27 09:25:00,0.18304083298040472,2766.96,2213.568,0.04727866210786187,43,0.0788,0.0458,0.1194,0.244,540.11
14234,775.46,0.0,4,2011-11-17 17:53:00,0.06125396538828566,775.46,620.368,0.0,21,0.0,0.0153,0.0583,0.0736,45.66
14235,4717.99,51.0,10,2011-11-29 13:26:00,0.08340416151793455,4666.99,3733.592,0.010809688023925443,9,0.018,0.0209,0.025,0.0639,238.58
14236,1744.64,11.899999999999999,7,2011-09-20 09:13:00,0.3262564196625092,1732.74,1386.192,0.00682089141599413,80,0.0114,0.0816,0.2222,0.3152,436.93
14237,632.14,5.1,3,2010-12-01 13:20:00,0.10725472205524092,627.04,501.632,0.008067833074951751,372,0.0134,0.0268,0.25,0.2902,145.57
14238,434.23,0.0,3,2011-01-17 14:40:00,0.32079773391981203,434.23,347.384,0.0,325,0.0,0.0802,0.25,0.3302,114.71
14239,4263.17,59.45,24,2011-10-27 14:40:00,0.06642944100282186,4203.72,3362.9760000000006,0.01394502213141864,42,0.0232,0.0166,0.1167,0.1565,526.31
14240,1247.49,0.0,3,2011-11-09 13:45:00,0.09234542962268234,1247.49,997.9920000000001,0.0,29,0.0,0.0231,0.0806,0.1037,103.49
14241,333.70000000000005,0.0,2,2011-06-09 11:46:00,0.19898112076715613,333.70000000000005,266.96000000000004,0.0,183,0.0,0.0497,0.25,0.2997,80.01
14242,280.55,0.0,2,2011-04-19 11:46:00,0.143646408839779,280.55,224.44000000000003,0.0,234,0.0,0.0359,0.25,0.2859,64.17
14243,7431.05,65.69,23,2011-12-01 11:12:00,0.032054689444964035,7365.360000000001,5892.2880000000005,0.008839935137026396,8,0.0147,0.008,0.0222,0.0449,264.56
14244,366.41999999999996,11.6,2,2010-02-18 17:09:00,0.16505649254953333,354.81999999999994,283.85599999999994,0.03165766060804542,658,0.0528,0.0413,0.25,0.3441,97.67
14245,1693.45,15.97,5,2011-06-16 14:33:00,0.023384215654433257,1677.48,1341.9840000000002,0.009430452626295433,175,0.0157,0.0058,0.25,0.2715,364.35
14246,1474.06,0.0,3,2011-08-21 11:50:00,0.061055859327300115,1474.06,1179.248,0.0,110,0.0,0.0153,0.25,0.2653,312.85
14247,772.66,2.95,6,2011-03-06 15:21:00,0.05338700075065359,769.7099999999999,615.768,0.0038179794476224994,277,0.0064,0.0133,0.25,0.2697,166.07
14248,1032.95,0.0,3,2011-01-25 14:45:00,0.19749261822934314,1032.95,826.3600000000001,0.0,317,0.0,0.0494,0.25,0.2994,247.41
14249,5625.461,0.0,12,2010-10-25 12:34:00,0.05619095039499874,5625.461,4500.3688,0.0,410,0.0,0.014,0.25,0.264,1188.1
14250,1904.05,0.0,3,2011-12-02 14:30:00,0.03466295527953573,1904.05,1523.24,0.0,6,0.0,0.0087,0.0167,0.0254,38.69
14251,2879.7000000000003,0.0,5,2011-12-08 08:32:00,0.10626106886133974,2879.7000000000003,2303.76,0.0,1,0.0,0.0266,0.0028,0.0294,67.73
14252,350.99,0.0,1,2010-11-23 13:36:00,0.6267984842873017,350.99,280.79200000000003,0.0,380,0.0,0.1567,0.25,0.4067,114.2
14253,363.40000000000003,0.0,2,2010-08-03 14:55:00,0.1964777105118327,363.40000000000003,290.72,0.0,492,0.0,0.0491,0.25,0.2991,86.95
14254,601.03,0.0,1,2010-10-03 11:52:00,0.1497429412841289,601.03,480.824,0.0,432,0.0,0.0374,0.25,0.2874,138.19
14255,1000.63,2442.23,4,2010-06-11 15:57:00,1.0,-1441.6,0.0,2.440692363810799,545,0.5,0.25,0.25,1.0,0.0
14256,2473.9900000000002,76.65,9,2011-03-30 16:39:00,0.041228945953702315,2397.34,1917.8720000000003,0.03098234026814983,253,0.0516,0.0103,0.25,0.3119,598.18
14257,5954.45,12.450000000000001,10,2011-10-19 13:38:00,0.057032975337772594,5942.0,4753.6,0.0020908732124713452,50,0.0035,0.0143,0.1389,0.1567,744.89
14258,32051.34,1023.99,32,2011-11-30 15:27:00,0.07366306681717519,31027.35,24821.88,0.03194843023723813,8,0.0532,0.0184,0.0222,0.0938,2328.29
14259,120.0,0.0,1,2011-07-21 10:44:00,0.32999999999999996,120.0,96.0,0.0,141,0.0,0.0825,0.25,0.3325,31.92
14260,824.28,0.0,3,2010-08-25 14:55:00,0.07279079924297568,824.28,659.424,0.0,470,0.0,0.0182,0.25,0.2682,176.86
14261,1163.45,0.0,2,2011-10-20 10:04:00,0.06085349606772961,1163.45,930.7600000000001,0.0,50,0.0,0.0152,0.1389,0.1541,143.43
14262,2618.23,0.0,8,2011-12-01 14:17:00,0.07562360831554142,2618.23,2094.5840000000003,0.0,7,0.0,0.0189,0.0194,0.0383,80.22
14263,322.93,0.0,1,2010-10-12 14:09:00,0.10962128015359367,322.93,258.344,0.0,422,0.0,0.0274,0.25,0.2774,71.66
14264,1517.3600000000001,56.0,8,2011-07-08 10:20:00,0.07213845099383139,1461.3600000000001,1169.0880000000002,0.03690620551484156,154,0.0615,0.018,0.25,0.3295,385.21
14265,1373.35,0.0,4,2011-08-22 13:32:00,0.04354316088396985,1373.35,1098.68,0.0,108,0.0,0.0109,0.25,0.2609,286.65
14266,40.56,0.0,1,2010-10-07 13:32:00,1.0,40.56,32.448,0.0,427,0.0,0.25,0.25,0.5,16.22
14267,1516.24,257.05,9,2011-07-12 11:11:00,0.1513612620693294,1259.19,1007.3520000000001,0.16953120877961272,150,0.2826,0.0378,0.25,0.5704,574.59
14268,354.85,0.0,1,2010-08-26 10:45:00,0.08454276454840073,354.85,283.88000000000005,0.0,470,0.0,0.0211,0.25,0.2711,76.96
14269,295.73,34.05,2,2010-09-30 18:19:00,0.1197037838568965,261.68,209.34400000000002,0.11513880904879449,434,0.1919,0.0299,0.25,0.4718,98.77
14270,492.65000000000003,0.0,1,2011-01-12 09:33:00,0.06454886836496498,492.65000000000003,394.12000000000006,0.0,331,0.0,0.0161,0.25,0.2661,104.88
14271,219.13,0.0,2,2011-04-28 12:47:00,0.09081367224934969,219.13,175.304,0.0,225,0.0,0.0227,0.25,0.2727,47.81
14272,920.81,0.0,4,2011-09-27 10:08:00,0.037662492805247555,920.81,736.648,0.0,73,0.0,0.0094,0.2028,0.2122,156.32
14273,559.97,0.0,4,2011-10-19 13:20:00,0.14857938818150973,559.97,447.97600000000006,0.0,50,0.0,0.0371,0.1389,0.176,78.84
14274,256.6,0.0,1,2010-01-22 12:51:00,0.1309431021044427,256.6,205.28000000000003,0.0,685,0.0,0.0327,0.25,0.2827,58.03
14275,1189.3799999999999,0.0,6,2010-11-09 09:06:00,0.41164304091207177,1189.3799999999999,951.5039999999999,0.0,395,0.0,0.1029,0.25,0.3529,335.79
14276,2102.68,173.35999999999999,13,2011-09-12 17:49:00,0.03923564213289707,1929.32,1543.4560000000001,0.08244716266859436,87,0.1374,0.0098,0.2417,0.3889,600.25
14277,17225.81,12901.34,14,2011-11-24 15:01:00,0.09596762068082719,4324.470000000001,3459.576000000001,0.748954040477632,14,0.5,0.024,0.0389,0.5629,1947.4
14278,205.83,0.0,1,2010-10-26 12:07:00,0.24777729193995043,205.83,164.66400000000002,0.0,409,0.0,0.0619,0.25,0.3119,51.36
14279,191.86,0.0,2,2010-07-07 08:42:00,0.42405920984050866,191.86,153.48800000000003,0.0,520,0.0,0.106,0.25,0.356,54.64
14280,134.04,0.0,1,2011-05-27 10:37:00,0.19024171888988362,134.04,107.232,0.0,196,0.0,0.0476,0.25,0.2976,31.91
14281,245.15,0.0,1,2010-10-27 14:45:00,0.3573322455639404,245.15,196.12,0.0,407,0.0,0.0893,0.25,0.3393,66.54
14282,7849.66,5.0,26,2011-12-06 17:04:00,0.10061582285092602,7844.66,6275.728,0.0006369702636802103,2,0.0011,0.0252,0.0056,0.0319,200.2
14283,628.4399999999999,0.0,4,2010-09-02 14:46:00,0.09738399847240785,628.4399999999999,502.75199999999995,0.0,462,0.0,0.0243,0.25,0.2743,137.9
14284,1299.65,16.8,4,2011-11-09 08:11:00,0.040857153849113224,1282.8500000000001,1026.2800000000002,0.012926557150001924,30,0.0215,0.0102,0.0833,0.115,118.02
14285,3284.42,125.78,9,2011-11-18 14:50:00,0.13006862703308347,3158.64,2526.9120000000003,0.03829595484134185,20,0.0638,0.0325,0.0556,0.1519,383.84
14286,8479.76,83.06,12,2011-11-16 10:34:00,0.015937951074087003,8396.7,6717.360000000001,0.009795088540241704,23,0.0163,0.004,0.0639,0.0842,565.6
14287,176.63,25.4,4,2011-12-01 13:25:00,0.17664043480722413,151.23,120.984,0.14380343090075298,7,0.2397,0.0442,0.0194,0.3033,36.69
14288,426.6,12.75,2,2011-05-11 15:17:00,0.1631504922644163,413.85,331.08000000000004,0.029887482419127986,211,0.0498,0.0408,0.25,0.3406,112.77
14289,911.26,0.0,6,2011-12-01 11:44:00,0.23604679235344467,911.26,729.008,0.0,8,0.0,0.059,0.0222,0.0812,59.2
14290,4516.56,307.63,14,2011-11-28 14:02:00,0.08130081300813008,4208.93,3367.1440000000002,0.0681115716385922,10,0.1135,0.0203,0.0278,0.1616,544.13
14291,7904.1,59.7,25,2011-12-08 10:26:00,0.030060348426765856,7844.400000000001,6275.52,0.0075530420920787945,1,0.0126,0.0075,0.0028,0.0229,143.71
14292,9226.25,338.35,27,2011-12-02 11:50:00,0.13640428126270154,8887.9,7110.32,0.036672537596531635,7,0.0611,0.0341,0.0194,0.1146,814.84
14293,3267.9300000000003,93.60000000000001,10,2011-12-06 15:17:00,0.08179489768752696,3174.3300000000004,2539.4640000000004,0.028641984375430318,2,0.0477,0.0204,0.0056,0.0737,187.16
14294,375.34,0.0,1,2010-10-28 16:25:00,0.09511376352107424,375.34,300.272,0.0,406,0.0,0.0238,0.25,0.2738,82.21
14295,2362.91,46.849999999999994,8,2011-10-30 15:50:00,0.14829172503396232,2316.06,1852.848,0.019827246911647077,39,0.033,0.0371,0.1083,0.1784,330.55
14296,456.40000000000003,7.95,3,2010-10-22 09:25:00,0.06573181419807186,448.45000000000005,358.76000000000005,0.017418930762489043,413,0.029,0.0164,0.25,0.2954,105.98
14297,1305.33,21.270000000000003,6,2011-11-22 09:06:00,0.06214520466089036,1284.06,1027.248,0.016294730068258604,17,0.0272,0.0155,0.0472,0.0899,92.35
14298,91194.49,705.1800000000001,84,2011-12-06 15:04:00,0.018971540934106874,90489.31000000001,72391.44800000002,0.0077327040263068525,2,0.0129,0.0047,0.0056,0.0232,1679.48
14299,14499.49,1671.72,41,2011-12-01 16:05:00,0.15543650155971003,12827.77,10262.216,0.11529508968936149,7,0.1922,0.0389,0.0194,0.2505,2570.69
14300,43.2,0.0,1,2011-11-21 08:57:00,0.3819444444444444,43.2,34.56,0.0,18,0.0,0.0955,0.05,0.1455,5.03
14301,1992.18,35.95,7,2011-08-24 09:04:00,0.1228804626088004,1956.23,1564.9840000000002,0.018045558132297284,107,0.0301,0.0307,0.25,0.3108,486.4
14302,742.9000000000001,0.0,3,2010-10-05 08:10:00,0.3981693363844394,742.9000000000001,594.32,0.0,430,0.0,0.0995,0.25,0.3495,207.71
14303,277.94,0.0,2,2010-10-28 15:37:00,0.07123839677628264,277.94,222.352,0.0,406,0.0,0.0178,0.25,0.2678,59.55
14304,1725.01,201.20000000000002,5,2011-05-01 11:50:00,0.07267204248091316,1523.81,1219.048,0.11663700500286955,222,0.1944,0.0182,0.25,0.4626,563.93
14305,1858.96,55.2,5,2011-09-29 15:29:00,0.03808581142143995,1803.76,1443.008,0.029694022464173516,70,0.0495,0.0095,0.1944,0.2534,365.66
14306,3151.4,9.9,7,2011-10-19 13:23:00,0.2718791648156375,3141.5,2513.2000000000003,0.0031414609379958112,50,0.0052,0.068,0.1389,0.2121,533.05
14307,5071.03,7.95,11,2011-09-12 09:38:00,0.026562650980175625,5063.08,4050.464,0.0015677288440415459,88,0.0026,0.0066,0.2444,0.2536,1027.2
14308,1147.02,1996.47,5,2010-06-08 16:52:00,1.0,-849.45,0.0,1.7405712193335774,548,0.5,0.25,0.25,1.0,0.0
14309,3780.81,32.85,12,2011-12-01 13:33:00,0.07972894697168068,3747.96,2998.3680000000004,0.008688614344545218,7,0.0145,0.0199,0.0194,0.0538,161.31
14310,492.1,0.0,1,2010-10-03 12:34:00,0.0804714488925015,492.1,393.68000000000006,0.0,432,0.0,0.0201,0.25,0.2701,106.33
14311,516.45,80.55,3,2011-04-28 19:49:00,0.11501597444089456,435.90000000000003,348.72,0.15596863200697064,224,0.2599,0.0288,0.25,0.5387,187.86
14312,3090.29,0.0,11,2011-10-24 09:46:00,0.03844299402321465,3090.29,2472.232,0.0,46,0.0,0.0096,0.1278,0.1374,339.68
14314,229.8,7.9,3,2011-08-25 10:39:00,0.412532637075718,221.9,177.52,0.034377719756309835,106,0.0573,0.1031,0.25,0.4104,72.85
14315,3197.82,29.1,10,2011-11-18 15:35:00,0.05758923266475286,3168.7200000000003,2534.9760000000006,0.009099949340488208,20,0.0152,0.0144,0.0556,0.0852,215.98
14316,1370.34,15.0,6,2010-10-13 16:31:00,0.30894522527256013,1355.34,1084.272,0.010946188537151364,421,0.0182,0.0772,0.25,0.3454,374.51
14317,508.58000000000004,0.0,1,2011-10-06 10:44:00,0.1297730937119037,508.58000000000004,406.86400000000003,0.0,64,0.0,0.0324,0.1778,0.2102,85.52
14318,158.02,0.0,1,2010-09-05 15:32:00,0.18984938615365143,158.02,126.41600000000001,0.0,459,0.0,0.0475,0.25,0.2975,37.61
14319,494.85,17.9,2,2010-10-11 13:38:00,0.07153682934222493,476.95000000000005,381.56000000000006,0.036172577548752145,423,0.0603,0.0179,0.25,0.3282,125.23
14320,1346.75,142.63,7,2011-05-17 09:24:00,0.06571375533692222,1204.12,963.2959999999999,0.10590681269723408,206,0.1765,0.0164,0.25,0.4429,426.64
14321,2218.06,19.48,8,2011-11-29 09:47:00,0.044768852059908215,2198.58,1758.864,0.00878244952796588,10,0.0146,0.0112,0.0278,0.0536,94.28
14322,474.1,89.8,6,2010-10-08 13:14:00,0.32145117063910567,384.3,307.44000000000005,0.18941151655768823,426,0.3157,0.0804,0.25,0.6461,198.64
14323,605.0600000000001,30.800000000000004,4,2011-08-17 11:37:00,0.08775989158100024,574.2600000000001,459.40800000000013,0.050904042574290154,114,0.0848,0.0219,0.25,0.3567,163.87
14324,701.61,0.0,2,2010-10-26 11:44:00,0.06413819643391627,701.61,561.288,0.0,409,0.0,0.016,0.25,0.266,149.3
14325,245.48000000000002,0.0,1,2010-05-19 09:20:00,0.09613817826299495,245.48000000000002,196.38400000000001,0.0,569,0.0,0.024,0.25,0.274,53.81
14326,940.98,17.0,4,2011-04-19 11:08:00,0.06376331059108589,923.98,739.1840000000001,0.018066271334141,234,0.0301,0.0159,0.25,0.296,218.8
14327,1894.93,0.0,6,2011-06-29 13:58:00,0.07472571546178487,1894.93,1515.9440000000002,0.0,162,0.0,0.0187,0.25,0.2687,407.33
14328,445.05,890.11,3,2010-10-05 10:47:00,1.0,-445.06,0.0,2.0000224693854625,430,0.5,0.25,0.25,1.0,0.0
14329,9927.22,191.7,28,2011-12-01 08:27:00,0.021833907176430058,9735.519999999999,7788.415999999999,0.019310542125590045,8,0.0322,0.0055,0.0222,0.0599,466.53
14330,200.63,0.0,1,2010-03-26 09:10:00,0.09719383940587151,200.63,160.50400000000002,0.0,623,0.0,0.0243,0.25,0.2743,44.03
14331,462.65999999999997,0.0,2,2011-08-07 13:17:00,0.11023213590973932,462.65999999999997,370.128,0.0,123,0.0,0.0276,0.25,0.2776,102.75
14332,1943.51,0.0,5,2011-11-17 11:54:00,0.08659590123024835,1943.51,1554.808,0.0,22,0.0,0.0216,0.0611,0.0827,128.58
14333,415.2,63.75,2,2011-10-06 19:25:00,0.24566473988439308,351.45,281.16,0.15354046242774566,63,0.2559,0.0614,0.175,0.4923,138.42
14334,4318.48,25.5,14,2011-11-23 10:01:00,0.06747744576795539,4292.98,3434.384,0.0059048554120894395,16,0.0098,0.0169,0.0444,0.0711,244.18
14335,468.26,0.0,2,2011-11-23 13:41:00,0.06406697134070816,468.26,374.608,0.0,15,0.0,0.016,0.0417,0.0577,21.61
14336,1614.91,0.0,4,2011-11-23 11:40:00,0.054801815581054056,1614.91,1291.928,0.0,16,0.0,0.0137,0.0444,0.0581,75.06
14338,928.1,34.0,5,2011-07-04 16:00:00,0.06464820601228316,894.1,715.2800000000001,0.03663398340696045,157,0.0611,0.0162,0.25,0.3273,234.11
14339,620.27,19.61,5,2011-04-19 11:31:00,0.14800006448804554,600.66,480.528,0.03161526432037661,234,0.0527,0.037,0.25,0.3397,163.24
14340,134.7,0.0,1,2011-05-05 09:44:00,0.2628062360801782,134.7,107.75999999999999,0.0,218,0.0,0.0657,0.25,0.3157,34.02
14341,4467.32,23.85,20,2011-10-25 15:48:00,0.04452333837737167,4443.469999999999,3554.776,0.0053387713438929835,44,0.0089,0.0111,0.1222,0.1422,505.49
14342,918.44,75.70000000000002,9,2011-11-18 13:21:00,0.294412264274204,842.74,674.192,0.08242236836374724,20,0.1374,0.0736,0.0556,0.2666,179.74
14343,1088.91,0.0,4,2010-10-14 13:05:00,0.046055229541468075,1088.91,871.1280000000002,0.0,420,0.0,0.0115,0.25,0.2615,227.8
14344,3333.7000000000003,0.0,20,2011-08-04 13:51:00,0.14866364699883014,3333.7000000000003,2666.9600000000005,0.0,126,0.0,0.0372,0.25,0.2872,765.95
14345,108.97999999999999,0.0,1,2011-11-01 09:51:00,0.3633694255826757,108.97999999999999,87.184,0.0,38,0.0,0.0908,0.1056,0.1964,17.12
14346,2315.75,0.0,5,2011-08-11 09:47:00,0.03670517111087121,2315.75,1852.6000000000001,0.0,120,0.0,0.0092,0.25,0.2592,480.19
14347,82.6,0.0,1,2009-12-03 10:49:00,0.21428571428571433,82.6,66.08,0.0,736,0.0,0.0536,0.25,0.3036,20.06
14348,409.57,0.0,1,2011-03-24 16:23:00,0.22413751007153848,409.57,327.656,0.0,259,0.0,0.056,0.25,0.306,100.26
14349,133.5,0.0,1,2011-11-29 15:39:00,0.07415730337078652,133.5,106.80000000000001,0.0,9,0.0,0.0185,0.025,0.0435,4.65
14350,972.03,24.229999999999997,4,2011-03-14 12:27:00,0.05349629126673045,947.8,758.24,0.024927214180632283,270,0.0415,0.0134,0.25,0.3049,231.19
14351,51.0,0.0,1,2011-06-28 11:56:00,1.0,51.0,40.800000000000004,0.0,164,0.0,0.25,0.25,0.5,20.4
14352,1078.96,0.0,4,2011-07-05 15:41:00,0.0656187439756803,1078.96,863.1680000000001,0.0,156,0.0,0.0164,0.25,0.2664,229.95
14353,376.5,0.0,3,2011-05-08 16:06:00,0.15776892430278883,376.5,301.2,0.0,214,0.0,0.0394,0.25,0.2894,87.17
14354,163.62,0.0,2,2011-12-04 11:32:00,0.2288228822882288,163.62,130.89600000000002,0.0,5,0.0,0.0572,0.0139,0.0711,9.31
14355,1014.45,0.0,3,2010-12-09 12:16:00,0.05027354724234807,1014.45,811.5600000000001,0.0,365,0.0,0.0126,0.25,0.2626,213.12
14356,701.23,34.29,4,2011-10-10 17:16:00,0.12791808679035407,666.94,533.552,0.04889979036835275,59,0.0815,0.032,0.1639,0.2774,148.01
14357,225.77,0.0,1,2011-10-27 16:23:00,0.13066395003764894,225.77,180.616,0.0,42,0.0,0.0327,0.1167,0.1494,26.98
14358,400.06,15.76,3,2010-11-15 15:51:00,0.1529770534419837,384.3,307.44000000000005,0.03939409088636704,388,0.0657,0.0382,0.25,0.3539,108.8
14359,912.18,29.6,6,2011-11-20 13:17:00,0.0559100177596527,882.5799999999999,706.064,0.03244973579775922,18,0.0541,0.014,0.05,0.1181,83.39
14360,2128.23,0.0,4,2011-11-08 09:12:00,0.0319514338205927,2128.23,1702.584,0.0,31,0.0,0.008,0.0861,0.0941,160.21
14361,214.70999999999998,0.0,1,2010-05-10 12:29:00,0.13972334777141263,214.70999999999998,171.768,0.0,578,0.0,0.0349,0.25,0.2849,48.94
14362,161.2,0.0,1,2011-11-17 15:08:00,0.0837468982630273,161.2,128.96,0.0,21,0.0,0.0209,0.0583,0.0792,10.21
14363,227.47000000000003,0.0,2,2010-11-02 17:01:00,0.28751044093726646,227.47000000000003,181.97600000000003,0.0,401,0.0,0.0719,0.25,0.3219,58.58
14364,3717.35,0.0,8,2011-08-23 11:01:00,0.08231670410372981,3717.35,2973.88,0.0,108,0.0,0.0206,0.25,0.2706,804.73
14365,634.68,0.0,2,2010-11-10 09:52:00,0.03545093590470789,634.68,507.74399999999997,0.0,394,0.0,0.0089,0.25,0.2589,131.45
14366,136.0,0.0,1,2010-07-02 17:23:00,1.0,136.0,108.80000000000001,0.0,524,0.0,0.25,0.25,0.5,54.4
14367,9261.52,93.7,19,2011-12-01 13:19:00,0.04596437733762924,9167.82,7334.256,0.010117129801587644,7,0.0169,0.0115,0.0194,0.0478,350.58
14368,155.0,0.0,1,2011-01-24 09:52:00,0.1929032258064516,155.0,124.0,0.0,319,0.0,0.0482,0.25,0.2982,36.98
14369,469.13,0.0,2,2010-03-07 15:47:00,0.11414746445548143,469.13,375.30400000000003,0.0,641,0.0,0.0285,0.25,0.2785,104.52
14370,1175.78,83.65,9,2010-09-15 10:53:00,0.1696745989896069,1092.1299999999999,873.704,0.0711442616816071,450,0.1186,0.0424,0.25,0.411,359.09
14371,100.5,0.0,1,2011-02-17 16:35:00,0.3940298507462687,100.5,80.4,0.0,294,0.0,0.0985,0.25,0.3485,28.02
14372,860.08,29.9,3,2010-09-22 16:17:00,0.1630662263975444,830.1800000000001,664.1440000000001,0.03476420798065296,442,0.0579,0.0408,0.25,0.3487,231.59
14373,76.55,0.0,1,2010-12-16 15:40:00,0.333115610711953,76.55,61.24,0.0,357,0.0,0.0833,0.25,0.3333,20.41
14374,108.0,0.0,1,2010-06-16 14:25:00,0.16388888888888892,108.0,86.4,0.0,540,0.0,0.041,0.25,0.291,25.14
14375,1132.99,0.0,3,2011-06-07 13:44:00,0.04686713916274636,1132.99,906.392,0.0,184,0.0,0.0117,0.25,0.2617,237.2
14376,215.46,0.0,1,2010-01-25 15:36:00,0.19330734243014944,215.46,172.36800000000002,0.0,682,0.0,0.0483,0.25,0.2983,51.42
